seq,lob_time,t_send,t_reflex,t_fpga,latency_gap_ns,reflex_act,fpga_score,final_dec
2795,34400.657658394,164335851465391,164335851482253,0,-1,TAKE_LIQUIDITY,0.0,BUY
2796,34400.657658394,164335871479590,164335871490921,0,-1,TAKE_LIQUIDITY,0.0,BUY
2797,34400.678807161,164335891507735,164335891532211,0,-1,TAKE_LIQUIDITY,0.0,BUY
2798,34400.678807161,164335911524539,164335911535649,0,-1,TAKE_LIQUIDITY,0.0,BUY
2799,34400.710024927,164335931545380,164335931561941,0,-1,TAKE_LIQUIDITY,0.0,BUY
2800,34400.710024927,164335951567383,164335951582602,0,-1,TAKE_LIQUIDITY,0.0,BUY
2801,34400.711073672,164335971605637,164335971615045,0,-1,TAKE_LIQUIDITY,0.0,BUY
2802,34400.711073672,164335991646676,164335991678045,0,-1,TAKE_LIQUIDITY,0.0,BUY
2803,34400.712447592,164336011680332,164336011707653,0,-1,TAKE_LIQUIDITY,0.0,BUY
2804,34400.712447592,164336031719126,164336031749483,0,-1,TAKE_LIQUIDITY,0.0,BUY
2805,34400.713369535,164336051760166,164336051792977,0,-1,TAKE_LIQUIDITY,0.0,BUY
2806,34400.713369535,164336071796606,164336071826001,0,-1,TAKE_LIQUIDITY,0.0,BUY
2807,34400.714466268,164336091837134,164336091870657,0,-1,TAKE_LIQUIDITY,0.0,BUY
2808,34400.714466268,164336111868976,164336111884766,0,-1,TAKE_LIQUIDITY,0.0,BUY
2809,34400.715528704,164336131895177,164336131914594,0,-1,TAKE_LIQUIDITY,0.0,BUY
2810,34400.715528704,164336151910789,164336151920998,0,-1,TAKE_LIQUIDITY,0.0,BUY
2811,34400.716298504,164336171981764,164336172000479,0,-1,TAKE_LIQUIDITY,0.0,BUY
2812,34400.716298504,164336191995973,164336192006583,0,-1,TAKE_LIQUIDITY,0.0,BUY
2813,34400.717347414,164336212013358,164336212026673,0,-1,TAKE_LIQUIDITY,0.0,BUY
2814,34400.717347414,164336232032325,164336232048135,0,-1,TAKE_LIQUIDITY,0.0,BUY
2815,34400.718105252,164336252069327,164336252093472,0,-1,TAKE_LIQUIDITY,0.0,BUY
2816,34400.718105252,164336272102161,164336272122248,0,-1,TAKE_LIQUIDITY,0.0,BUY
2817,34400.719159041,164336292115297,164336292125767,0,-1,TAKE_LIQUIDITY,0.0,BUY
2818,34400.719159041,164336312133083,164336312144985,0,-1,TAKE_LIQUIDITY,0.0,BUY
2819,34400.720244278,164336332159545,164336332178180,0,-1,TAKE_LIQUIDITY,0.0,BUY
2820,34400.720244278,164336352174355,164336352184894,0,-1,TAKE_LIQUIDITY,0.0,BUY
2821,34400.721362542,164336372197881,164336372213550,0,-1,TAKE_LIQUIDITY,0.0,BUY
2822,34400.721362542,164336392214354,164336392227609,0,-1,TAKE_LIQUIDITY,0.0,BUY
2823,34400.722090601,164336412233742,164336412249101,0,-1,TAKE_LIQUIDITY,0.0,BUY
2824,34400.722090601,164336432249133,164336432259573,0,-1,TAKE_LIQUIDITY,0.0,BUY
2825,34400.723147967,164336452267149,164336452279322,0,-1,TAKE_LIQUIDITY,0.0,BUY
2826,34400.723147967,164336472284153,164336472294403,0,-1,TAKE_LIQUIDITY,0.0,BUY
2827,34400.724500581,164336492321977,164336492351432,0,-1,TAKE_LIQUIDITY,0.0,BUY
2828,34400.724500581,164336512356684,164336512372844,0,-1,TAKE_LIQUIDITY,0.0,BUY
2829,34400.725747432,164336532385931,164336532403955,0,-1,TAKE_LIQUIDITY,0.0,BUY
2830,34400.725747432,164336552426088,164336552456415,0,-1,TAKE_LIQUIDITY,0.0,BUY
2831,34400.726653236,164336572464623,164336572496032,0,-1,TAKE_LIQUIDITY,0.0,BUY
2832,34400.726653236,164336592505451,164336592537792,0,-1,TAKE_LIQUIDITY,0.0,BUY
2833,34400.727343578,164336612546711,164336612577709,0,-1,TAKE_LIQUIDITY,0.0,BUY
2834,34400.727343578,164336632577952,164336632602267,0,-1,TAKE_LIQUIDITY,0.0,BUY
2835,34400.864934607,164336652605065,164336652624501,0,-1,TAKE_LIQUIDITY,0.0,BUY
2836,34400.864934607,164336672620275,164336672632488,0,-1,TAKE_LIQUIDITY,0.0,BUY
2837,34400.864934607,164336692650384,164336692672776,0,-1,TAKE_LIQUIDITY,0.0,BUY
2838,34400.864934607,164336712684470,164336712709537,0,-1,TAKE_LIQUIDITY,0.0,BUY
2839,34400.864934607,164336732725840,164336732757108,0,-1,TAKE_LIQUIDITY,0.0,BUY
2840,34400.864934607,164336752755978,164336752780144,0,-1,TAKE_LIQUIDITY,0.0,BUY
2841,34400.865039352,164336772786368,164336772808920,0,-1,TAKE_LIQUIDITY,0.0,BUY
2842,34400.865081656,164336792811757,164336792831725,0,-1,TAKE_LIQUIDITY,0.0,BUY
2843,34400.865133988,164336812831056,164336812844070,0,-1,TAKE_LIQUIDITY,0.0,BUY
2844,34400.872455915,164336832851757,164336832864981,0,-1,TAKE_LIQUIDITY,0.0,BUY
2845,34400.872606578,164336852871536,164336852886013,0,-1,TAKE_LIQUIDITY,0.0,BUY
2846,34400.872606578,164336872896044,164336872912735,0,-1,TAKE_LIQUIDITY,0.0,BUY
2847,34400.994547218,164336892925411,164336892945609,0,-1,TAKE_LIQUIDITY,0.0,BUY
2848,34400.994706121,164336912960649,164336912987219,0,-1,TAKE_LIQUIDITY,0.0,BUY
2849,34401.12355304,164336933004855,164336933037606,0,-1,TAKE_LIQUIDITY,0.0,BUY
2850,34401.123670387,164336953045423,164336953077132,0,-1,TAKE_LIQUIDITY,0.0,BUY
2851,34401.123767545,164336973077675,164336973095589,0,-1,TAKE_LIQUIDITY,0.0,BUY
2852,34401.123767545,164336993093407,164336993105039,0,-1,TAKE_LIQUIDITY,0.0,BUY
2853,34401.125375583,164337013117134,164337013136310,0,-1,TAKE_LIQUIDITY,0.0,BUY
2854,34401.125375583,164337033140289,164337033158834,0,-1,TAKE_LIQUIDITY,0.0,BUY
2855,34401.126482275,164337053164617,164337053181859,0,-1,TAKE_LIQUIDITY,0.0,BUY
2856,34401.126482275,164337073191279,164337073209894,0,-1,TAKE_LIQUIDITY,0.0,BUY
2857,34401.127301635,164337093209355,164337093221929,0,-1,TAKE_LIQUIDITY,0.0,BUY
2858,34401.12737628,164337113240937,164337113256856,0,-1,TAKE_LIQUIDITY,0.0,BUY
2859,34401.127430727,164337133269643,164337133296713,0,-1,TAKE_LIQUIDITY,0.0,BUY
2860,34401.128689917,164337153289522,164337153301314,0,-1,TAKE_LIQUIDITY,0.0,BUY
2861,34401.189236781,164337173408457,164337173419478,0,-1,TAKE_LIQUIDITY,0.0,BUY
2862,34401.189345626,164337193428788,164337193443385,0,-1,TAKE_LIQUIDITY,0.0,BUY
2863,34401.437879948,164337213444519,164337213456502,0,-1,TAKE_LIQUIDITY,0.0,BUY
2864,34401.437879948,164337233469338,164337233489596,0,-1,TAKE_LIQUIDITY,0.0,BUY
2865,34401.65845696,164337253506159,164337253534041,0,-1,TAKE_LIQUIDITY,0.0,BUY
2866,34401.658480654,164337273536328,164337273557157,0,-1,TAKE_LIQUIDITY,0.0,BUY
2867,34401.658480654,164337293575303,164337293604698,0,-1,TAKE_LIQUIDITY,0.0,BUY
2868,34401.705590854,164337313608758,164337313624387,0,-1,TAKE_LIQUIDITY,0.0,BUY
2869,34401.705590854,164337333638997,164337333653264,0,-1,TAKE_LIQUIDITY,0.0,BUY
2870,34401.705677039,164337353674305,164337353700605,0,-1,TAKE_LIQUIDITY,0.0,BUY
2871,34401.705711389,164337373712780,164337373742756,0,-1,TAKE_LIQUIDITY,0.0,BUY
2872,34401.705752929,164337393739321,164337393756053,0,-1,TAKE_LIQUIDITY,0.0,BUY
2873,34401.705787138,164337413789428,164337413812090,0,-1,TAKE_LIQUIDITY,0.0,BUY
2874,34401.705887433,164337433828934,164337433855434,0,-1,TAKE_LIQUIDITY,0.0,BUY
2875,34401.782670092,164337453852781,164337453867799,0,-1,TAKE_LIQUIDITY,0.0,BUY
2876,34401.782752166,164337473865086,164337473874964,0,-1,TAKE_LIQUIDITY,0.0,BUY
2877,34401.782789627,164337493883773,164337493896737,0,-1,TAKE_LIQUIDITY,0.0,BUY
2878,34401.782824087,164337513896870,164337513906748,0,-1,TAKE_LIQUIDITY,0.0,BUY
2879,34401.782916077,164337533915236,164337533930124,0,-1,TAKE_LIQUIDITY,0.0,BUY
2880,34402.208574911,164337553927692,164337553937891,0,-1,TAKE_LIQUIDITY,0.0,BUY
2881,34402.208668826,164337573954935,164337573970134,0,-1,TAKE_LIQUIDITY,0.0,BUY
2882,34402.208668826,164337593969364,164337593978722,0,-1,TAKE_LIQUIDITY,0.0,BUY
2883,34402.599762499,164337613987290,164337613999924,0,-1,TAKE_LIQUIDITY,0.0,BUY
2884,34402.599845252,164337634009714,164337634026155,0,-1,TAKE_LIQUIDITY,0.0,BUY
2885,34402.599878453,164337654022480,164337654032139,0,-1,TAKE_LIQUIDITY,0.0,BUY
2886,34402.599924456,164337674040316,164337674053481,0,-1,TAKE_LIQUIDITY,0.0,BUY
2887,34402.599926272,164337694054114,164337694063542,0,-1,TAKE_LIQUIDITY,0.0,BUY
2888,34402.600051182,164337714076889,164337714094452,0,-1,TAKE_LIQUIDITY,0.0,BUY
2889,34402.60811195,164337734104463,164337734125933,0,-1,TAKE_LIQUIDITY,0.0,BUY
2890,34402.608306104,164337754120325,164337754138599,0,-1,TAKE_LIQUIDITY,0.0,BUY
2891,34402.608306104,164337774139763,164337774153629,0,-1,TAKE_LIQUIDITY,0.0,BUY
2892,34402.818956993,164337794156797,164337794169151,0,-1,TAKE_LIQUIDITY,0.0,BUY
2893,34402.818956993,164337814181436,164337814198267,0,-1,TAKE_LIQUIDITY,0.0,BUY
2894,34402.819029821,164337834204120,164337834220752,0,-1,TAKE_LIQUIDITY,0.0,BUY
2895,34402.81907521,164337854221084,164337854233748,0,-1,TAKE_LIQUIDITY,0.0,BUY
2896,34402.819111348,164337874235173,164337874245232,0,-1,TAKE_LIQUIDITY,0.0,BUY
2897,34403.303749376,164337894253409,164337894273848,0,-1,TAKE_LIQUIDITY,0.0,BUY
2898,34403.303838665,164337914270584,164337914287225,0,-1,TAKE_LIQUIDITY,0.0,BUY
2899,34403.303838665,164337934297556,164337934313456,0,-1,TAKE_LIQUIDITY,0.0,BUY
2900,34403.303930243,164337954327525,164337954349666,0,-1,TAKE_LIQUIDITY,0.0,BUY
2901,34403.303930243,164337974367662,164337974378553,0,-1,TAKE_LIQUIDITY,0.0,BUY
2902,34403.538366916,164337994408892,164337994434910,0,-1,TAKE_LIQUIDITY,0.0,BUY
2903,34403.753556092,164338014449380,164338014479085,0,-1,TAKE_LIQUIDITY,0.0,BUY
2904,34403.753792732,164338034488125,164338034519083,0,-1,TAKE_LIQUIDITY,0.0,BUY
2905,34407.16232687,164338054527811,164338054568047,0,-1,TAKE_LIQUIDITY,0.0,BUY
2906,34407.16232687,164338074564121,164338074593176,0,-1,TAKE_LIQUIDITY,0.0,BUY
2907,34408.212303135,164338094606613,164338094647921,0,-1,TAKE_LIQUIDITY,0.0,BUY
2908,34408.212303135,164338114640319,164338114665175,0,-1,TAKE_LIQUIDITY,0.0,BUY
2909,34408.45653353,164338134666279,164338134686327,0,-1,TAKE_LIQUIDITY,0.0,BUY
2910,34408.668457404,164338154739579,164338154757453,0,-1,TAKE_LIQUIDITY,0.0,BUY
2911,34408.668604041,164338174754058,164338174764999,0,-1,TAKE_LIQUIDITY,0.0,BUY
2912,34408.668604041,164338194771593,164338194784698,0,-1,TAKE_LIQUIDITY,0.0,BUY
2913,34408.733002607,164338214785211,164338214794619,0,-1,TAKE_LIQUIDITY,0.0,BUY
2914,34408.733002607,164338234823665,164338234846628,0,-1,TAKE_LIQUIDITY,0.0,BUY
2915,34408.733158459,164338254842823,164338254855788,0,-1,TAKE_LIQUIDITY,0.0,BUY
2916,34408.733294572,164338274869786,164338274887329,0,-1,TAKE_LIQUIDITY,0.0,BUY
2917,34408.734172272,164338294887011,164338294898873,0,-1,TAKE_LIQUIDITY,0.0,BUY
2918,34408.734172272,164338314909715,164338314921517,0,-1,TAKE_LIQUIDITY,0.0,BUY
2919,34408.770329744,164338334932200,164338334946316,0,-1,TAKE_LIQUIDITY,0.0,BUY
2920,34408.816080641,164338354947551,164338354958852,0,-1,TAKE_LIQUIDITY,0.0,BUY
2921,34408.858628447,164338374974323,164338374993719,0,-1,TAKE_LIQUIDITY,0.0,BUY
2922,34408.858786993,164338395012867,164338395044988,0,-1,TAKE_LIQUIDITY,0.0,BUY
2923,34409.056470529,164338415056622,164338415089593,0,-1,TAKE_LIQUIDITY,0.0,BUY
2924,34409.216612544,164338435098192,164338435134610,0,-1,TAKE_LIQUIDITY,0.0,BUY
2925,34409.216781244,164338455135654,164338455164508,0,-1,TAKE_LIQUIDITY,0.0,BUY
2926,34409.324323263,164338475171113,164338475200628,0,-1,TAKE_LIQUIDITY,0.0,BUY
2927,34409.324323263,164338495215398,164338495249572,0,-1,TAKE_LIQUIDITY,0.0,BUY
2928,34409.324431132,164338515265835,164338515308575,0,-1,TAKE_LIQUIDITY,0.0,BUY
2929,34409.32446344,164338535304940,164338535333434,0,-1,TAKE_LIQUIDITY,0.0,BUY
2930,34409.32446344,164338555353854,164338555392016,0,-1,TAKE_LIQUIDITY,0.0,BUY
2931,34409.324560513,164338575383422,164338575400504,0,-1,TAKE_LIQUIDITY,0.0,BUY
2932,34409.32464793,164338595399765,164338595419902,0,-1,TAKE_LIQUIDITY,0.0,BUY
2933,34409.32464793,164338615419484,164338615430855,0,-1,TAKE_LIQUIDITY,0.0,BUY
2934,34409.324650965,164338635434764,164338635445134,0,-1,TAKE_LIQUIDITY,0.0,BUY
2935,34409.324742537,164338655453782,164338655467809,0,-1,TAKE_LIQUIDITY,0.0,BUY
2936,34409.324825322,164338675464515,164338675477689,0,-1,TAKE_LIQUIDITY,0.0,BUY
2937,34409.324825322,164338695479385,164338695489974,0,-1,TAKE_LIQUIDITY,0.0,BUY
2938,34409.326038657,164338715495186,164338715506718,0,-1,TAKE_LIQUIDITY,0.0,BUY
2939,34409.326080082,164338735523802,164338735544170,0,-1,TAKE_LIQUIDITY,0.0,BUY
2940,34409.326183386,164338755540115,164338755560142,0,-1,TAKE_LIQUIDITY,0.0,BUY
2941,34409.326183386,164338775558622,164338775571115,0,-1,TAKE_LIQUIDITY,0.0,BUY
2942,34409.327259786,164338795576257,164338795587107,0,-1,TAKE_LIQUIDITY,0.0,BUY
2943,34409.327382265,164338815598270,164338815617126,0,-1,TAKE_LIQUIDITY,0.0,BUY
2944,34409.327382265,164338835612870,164338835623189,0,-1,TAKE_LIQUIDITY,0.0,BUY
2945,34409.327608604,164338855628862,164338855644251,0,-1,TAKE_LIQUIDITY,0.0,BUY
2946,34409.327608604,164338875641268,164338875649403,0,-1,TAKE_LIQUIDITY,0.0,BUY
2947,34409.329694266,164338895655667,164338895664944,0,-1,TAKE_LIQUIDITY,0.0,BUY
2948,34409.329794544,164338915689833,164338915721773,0,-1,TAKE_LIQUIDITY,0.0,BUY
2949,34409.329794544,164338935718379,164338935737675,0,-1,TAKE_LIQUIDITY,0.0,BUY
2950,34409.347796732,164338955730433,164338955744520,0,-1,TAKE_LIQUIDITY,0.0,BUY
2951,34409.347868988,164338975750553,164338975760822,0,-1,TAKE_LIQUIDITY,0.0,BUY
2952,34409.348549472,164338995767086,164338995775923,0,-1,TAKE_LIQUIDITY,0.0,BUY
2953,34409.364134634,164339015792216,164339015811041,0,-1,TAKE_LIQUIDITY,0.0,BUY
2954,34409.364135443,164339035813047,164339035831602,0,-1,TAKE_LIQUIDITY,0.0,BUY
2955,34409.364795002,164339055831474,164339055842835,0,-1,TAKE_LIQUIDITY,0.0,BUY
2956,34409.538476959,164339075851423,164339075863816,0,-1,TAKE_LIQUIDITY,0.0,BUY
2957,34409.896300773,164339095866674,164339095878426,0,-1,TAKE_LIQUIDITY,0.0,BUY
2958,34409.917755282,164339115889860,164339115907453,0,-1,TAKE_LIQUIDITY,0.0,BUY
2959,34410.017598975,164339135911011,164339135929276,0,-1,TAKE_LIQUIDITY,0.0,BUY
2960,34410.017610451,164339155945819,164339155972288,0,-1,TAKE_LIQUIDITY,0.0,BUY
2961,34410.018272904,164339175965959,164339175979023,0,-1,TAKE_LIQUIDITY,0.0,BUY
2962,34410.019696496,164339195977663,164339195985678,0,-1,TAKE_LIQUIDITY,0.0,BUY
2963,34410.020162978,164339215994547,164339216004696,0,-1,TAKE_LIQUIDITY,0.0,BUY
2964,34410.020412207,164339236017281,164339236034804,0,-1,TAKE_LIQUIDITY,0.0,BUY
2965,34410.020831457,164339256035448,164339256047150,0,-1,TAKE_LIQUIDITY,0.0,BUY
2966,34410.144403116,164339276057501,164339276073000,0,-1,TAKE_LIQUIDITY,0.0,BUY
2967,34410.144996263,164339296079174,164339296093892,0,-1,TAKE_LIQUIDITY,0.0,BUY
2968,34410.145003936,164339316094835,164339316105125,0,-1,TAKE_LIQUIDITY,0.0,BUY
2969,34410.1583487,164339336116649,164339336133761,0,-1,TAKE_LIQUIDITY,0.0,BUY
2970,34410.158448157,164339356140686,164339356158810,0,-1,TAKE_LIQUIDITY,0.0,BUY
2971,34410.158571148,164339376156297,164339376167879,0,-1,TAKE_LIQUIDITY,0.0,BUY
2972,34410.179795283,164339396178661,164339396195112,0,-1,TAKE_LIQUIDITY,0.0,BUY
2973,34410.25869598,164339416193792,164339416206205,0,-1,TAKE_LIQUIDITY,0.0,BUY
2974,34410.362337036,164339436213902,164339436229822,0,-1,TAKE_LIQUIDITY,0.0,BUY
2975,34410.478307125,164339456234733,164339456248338,0,-1,TAKE_LIQUIDITY,0.0,BUY
2976,34410.478307125,164339476247188,164339476255684,0,-1,TAKE_LIQUIDITY,0.0,BUY
2977,34410.478307125,164339496265274,164339496281064,0,-1,TAKE_LIQUIDITY,0.0,BUY
2978,34410.478396365,164339516281106,164339516291005,0,-1,TAKE_LIQUIDITY,0.0,BUY
2979,34410.484426101,164339536299453,164339536312868,0,-1,TAKE_LIQUIDITY,0.0,BUY
2980,34410.484649921,164339556316277,164339556326786,0,-1,TAKE_LIQUIDITY,0.0,BUY
2981,34410.600020096,164339576327550,164339576335585,0,-1,TAKE_LIQUIDITY,0.0,BUY
2982,34410.600025153,164339596345025,164339596356446,0,-1,TAKE_LIQUIDITY,0.0,BUY
2983,34410.600097023,164339616356819,164339616365255,0,-1,TAKE_LIQUIDITY,0.0,BUY
2984,34410.600668723,164339636376638,164339636387348,0,-1,TAKE_LIQUIDITY,0.0,BUY
2985,34410.632049145,164339656390496,164339656401166,0,-1,TAKE_LIQUIDITY,0.0,BUY
2986,34410.634809739,164339676406679,164339676418521,0,-1,TAKE_LIQUIDITY,0.0,BUY
2987,34410.635357641,164339696418734,164339696427741,0,-1,TAKE_LIQUIDITY,0.0,BUY
2988,34410.635483784,164339716439926,164339716454723,0,-1,TAKE_LIQUIDITY,0.0,BUY
2989,34410.63872644,164339736459675,164339736472819,0,-1,TAKE_LIQUIDITY,0.0,BUY
2990,34410.638826123,164339756479314,164339756499632,0,-1,TAKE_LIQUIDITY,0.0,BUY
2991,34410.638826123,164339776499895,164339776515303,0,-1,TAKE_LIQUIDITY,0.0,BUY
2992,34410.638948687,164339796512921,164339796526306,0,-1,TAKE_LIQUIDITY,0.0,BUY
2993,34410.638948687,164339816532660,164339816547558,0,-1,TAKE_LIQUIDITY,0.0,BUY
2994,34410.638948687,164339836556928,164339836571185,0,-1,TAKE_LIQUIDITY,0.0,BUY
2995,34410.639023608,164339856568943,164339856578170,0,-1,TAKE_LIQUIDITY,0.0,BUY
2996,34410.639747233,164339876586147,164339876600274,0,-1,TAKE_LIQUIDITY,0.0,BUY
2997,34410.642229133,164339896598332,164339896607469,0,-1,TAKE_LIQUIDITY,0.0,BUY
2998,34410.642896741,164339916619444,164339916635945,0,-1,TAKE_LIQUIDITY,0.0,BUY
2999,34410.642990486,164339936645815,164339936664871,0,-1,TAKE_LIQUIDITY,0.0,BUY
3000,34410.643117308,164339956661317,164339956673119,0,-1,TAKE_LIQUIDITY,0.0,BUY
3001,34410.644255764,164339976706634,164339976719959,0,-1,TAKE_LIQUIDITY,0.0,BUY
3002,34410.644255764,164339996744236,164339996774263,0,-1,TAKE_LIQUIDITY,0.0,BUY
3003,34410.644491826,164340016782070,164340016812126,0,-1,TAKE_LIQUIDITY,0.0,BUY
3004,34410.644708991,164340036821516,164340036839690,0,-1,TAKE_LIQUIDITY,0.0,BUY
3005,34410.644708991,164340056860040,164340056889966,0,-1,TAKE_LIQUIDITY,0.0,BUY
3006,34410.644917457,164340076896190,164340076924233,0,-1,TAKE_LIQUIDITY,0.0,BUY
3007,34410.645466563,164340096939053,164340096972405,0,-1,TAKE_LIQUIDITY,0.0,BUY
3008,34410.645466563,164340116972337,164340116999819,0,-1,TAKE_LIQUIDITY,0.0,BUY
3009,34410.645530497,164340136999981,164340137021141,0,-1,TAKE_LIQUIDITY,0.0,BUY
3010,34410.652671107,164340157085834,164340157106643,0,-1,TAKE_LIQUIDITY,0.0,BUY
3011,34410.652750238,164340177125711,164340177148304,0,-1,TAKE_LIQUIDITY,0.0,BUY
3012,34410.65375844,164340197178853,164340197222254,0,-1,TAKE_LIQUIDITY,0.0,BUY
3013,34410.653832604,164340217229210,164340217265327,0,-1,TAKE_LIQUIDITY,0.0,BUY
3014,34410.654955364,164340237292561,164340237322256,0,-1,TAKE_LIQUIDITY,0.0,BUY
3015,34410.654955364,164340257338479,164340257373034,0,-1,TAKE_LIQUIDITY,0.0,BUY
3016,34410.655025532,164340277378055,164340277408963,0,-1,TAKE_LIQUIDITY,0.0,BUY
3017,34410.659439999,164340297411881,164340297428221,0,-1,TAKE_LIQUIDITY,0.0,BUY
3018,34410.661641989,164340317446448,164340317471114,0,-1,TAKE_LIQUIDITY,0.0,BUY
3019,34410.743719478,164340337478640,164340337501984,0,-1,TAKE_LIQUIDITY,0.0,BUY
3020,34410.744431036,164340357504982,164340357524939,0,-1,TAKE_LIQUIDITY,0.0,BUY
3021,34410.745088092,164340377534600,164340377555839,0,-1,TAKE_LIQUIDITY,0.0,BUY
3022,34410.759272904,164340397549810,164340397560150,0,-1,TAKE_LIQUIDITY,0.0,BUY
3023,34410.760220694,164340417575871,164340417594446,0,-1,TAKE_LIQUIDITY,0.0,BUY
3024,34410.760412287,164340437598396,164340437623603,0,-1,TAKE_LIQUIDITY,0.0,BUY
3025,34410.760932404,164340457611673,164340457621571,0,-1,TAKE_LIQUIDITY,0.0,BUY
3026,34410.761225203,164340477636592,164340477656369,0,-1,TAKE_LIQUIDITY,0.0,BUY
3027,34410.761325647,164340497670327,164340497702217,0,-1,TAKE_LIQUIDITY,0.0,BUY
3028,34410.761394613,164340517707679,164340517734610,0,-1,TAKE_LIQUIDITY,0.0,BUY
3029,34410.778347861,164340537734191,164340537754199,0,-1,TAKE_LIQUIDITY,0.0,BUY
3030,34410.778422762,164340557747979,164340557758599,0,-1,TAKE_LIQUIDITY,0.0,BUY
3031,34410.778458053,164340577770614,164340577785502,0,-1,TAKE_LIQUIDITY,0.0,BUY
3032,34410.780576496,164340597784031,164340597793849,0,-1,TAKE_LIQUIDITY,0.0,BUY
3033,34410.791018304,164340617807427,164340617825381,0,-1,TAKE_LIQUIDITY,0.0,BUY
3034,34410.83541184,164340637828559,164340637843116,0,-1,TAKE_LIQUIDITY,0.0,BUY
3035,34410.900419907,164340657843269,164340657853598,0,-1,TAKE_LIQUIDITY,0.0,BUY
3036,34411.01399919,164340677862497,164340677877866,0,-1,TAKE_LIQUIDITY,0.0,BUY
3037,34411.110194102,164340697876475,164340697887285,0,-1,TAKE_LIQUIDITY,0.0,BUY
3038,34411.528120353,164340717890914,164340717908858,0,-1,TAKE_LIQUIDITY,0.0,BUY
3039,34411.599354793,164340737913549,164340737927054,0,-1,TAKE_LIQUIDITY,0.0,BUY
3040,34411.6035856,164340757933448,164340757946874,0,-1,TAKE_LIQUIDITY,0.0,BUY
3041,34411.604044576,164340777946946,164340777955362,0,-1,TAKE_LIQUIDITY,0.0,BUY
3042,34411.605110947,164340797962788,164340797974089,0,-1,TAKE_LIQUIDITY,0.0,BUY
3043,34411.605889089,164340817977858,164340817988598,0,-1,TAKE_LIQUIDITY,0.0,BUY
3044,34411.71235532,164340837997497,164340838011253,0,-1,TAKE_LIQUIDITY,0.0,BUY
3045,34411.712456997,164340858015433,164340858028708,0,-1,TAKE_LIQUIDITY,0.0,BUY
3046,34411.729771781,164340878028049,164340878037957,0,-1,TAKE_LIQUIDITY,0.0,BUY
3047,34411.820542605,164340898043520,164340898056294,0,-1,TAKE_LIQUIDITY,0.0,BUY
3048,34411.820542605,164340918056687,164340918066806,0,-1,TAKE_LIQUIDITY,0.0,BUY
3049,34411.820542605,164340938087707,164340938110410,0,-1,TAKE_LIQUIDITY,0.0,BUY
3050,34411.820542605,164340958121192,164340958145868,0,-1,TAKE_LIQUIDITY,0.0,BUY
3051,34411.820542605,164340978133818,164340978142544,0,-1,TAKE_LIQUIDITY,0.0,BUY
3052,34411.820542605,164340998150301,164340998162354,0,-1,TAKE_LIQUIDITY,0.0,BUY
3053,34411.820542605,164341018165712,164341018176282,0,-1,TAKE_LIQUIDITY,0.0,BUY
3054,34411.820542605,164341038180211,164341038189930,0,-1,TAKE_LIQUIDITY,0.0,BUY
3055,34411.820542605,164341058199480,164341058210621,0,-1,TAKE_LIQUIDITY,0.0,BUY
3056,34411.820635609,164341078211765,164341078222174,0,-1,TAKE_LIQUIDITY,0.0,BUY
3057,34411.820637836,164341098223429,164341098232486,0,-1,TAKE_LIQUIDITY,0.0,BUY
3058,34411.829676215,164341118250943,164341118263877,0,-1,TAKE_LIQUIDITY,0.0,BUY
3059,34411.829753894,164341138270952,164341138289607,0,-1,TAKE_LIQUIDITY,0.0,BUY
3060,34411.927236712,164341158287736,164341158298246,0,-1,TAKE_LIQUIDITY,0.0,BUY
3061,34411.927236712,164341178304239,164341178316161,0,-1,TAKE_LIQUIDITY,0.0,BUY
3062,34411.927236712,164341198316845,164341198325361,0,-1,TAKE_LIQUIDITY,0.0,BUY
3063,34411.927236712,164341218339199,164341218355049,0,-1,TAKE_LIQUIDITY,0.0,BUY
3064,34411.927236712,164341238372574,164341238397701,0,-1,TAKE_LIQUIDITY,0.0,BUY
3065,34411.927236712,164341258399667,164341258417149,0,-1,TAKE_LIQUIDITY,0.0,BUY
3066,34411.927236712,164341278450504,164341278471523,0,-1,TAKE_LIQUIDITY,0.0,BUY
3067,34411.927493639,164341298478038,164341298498687,0,-1,TAKE_LIQUIDITY,0.0,BUY
3068,34411.927503419,164341318508036,164341318529496,0,-1,TAKE_LIQUIDITY,0.0,BUY
3069,34411.92819254,164341338529889,164341338546220,0,-1,TAKE_LIQUIDITY,0.0,BUY
3070,34411.92819254,164341358544399,164341358555159,0,-1,TAKE_LIQUIDITY,0.0,BUY
3071,34412.37167538,164341378567654,164341378584346,0,-1,TAKE_LIQUIDITY,0.0,BUY
3072,34412.371820066,164341398581352,164341398599647,0,-1,TAKE_LIQUIDITY,0.0,BUY
3073,34412.642753142,164341418601352,164341418617572,0,-1,TAKE_LIQUIDITY,0.0,BUY
3074,34412.642753142,164341438612735,164341438621482,0,-1,TAKE_LIQUIDITY,0.0,BUY
3075,34412.642828045,164341458630260,164341458643475,0,-1,TAKE_LIQUIDITY,0.0,BUY
3076,34412.642863222,164341478643297,164341478652645,0,-1,TAKE_LIQUIDITY,0.0,BUY
3077,34412.64292162,164341498661203,164341498674388,0,-1,TAKE_LIQUIDITY,0.0,BUY
3078,34412.642966381,164341518674861,164341518684579,0,-1,TAKE_LIQUIDITY,0.0,BUY
